40 87 3 0
65 81 1 0
107 16 1 1
100 79 3 0
131 7 2 2
134 83 5 2
55 54 2 2
9 76 2 1
91 6 1 4
6 40 2 5
87 131 1 1
7 9 1 2
54 91 2 0
76 107 5 3
79 55 1 1
83 100 0 2
16 65 2 3
81 134 0 2
65 76 2 3
9 87 1 1
100 55 1 1
131 6 2 1
134 16 1 1
40 54 3 0
91 79 1 0
107 7 1 1
83 81 2 0
6 9 1 1
87 107 2 1
76 134 1 5
79 40 1 2
16 83 1 1
81 100 1 3
55 91 2 0
7 65 2 1
54 131 3 0
65 87 2 1
100 91 1 1
131 79 1 1
134 7 3 2
40 55 1 0
81 16 1 2
83 76 0 0
107 6 1 3
9 54 0 0
87 134 2 1
7 83 2 0
91 40 0 1
55 131 2 4
6 65 2 1
54 107 3 2
76 81 0 2
79 9 1 1
16 100 1 2
107 79 1 0
9 55 2 0
100 40 2 0
131 91 1 0
134 6 2 1
81 7 1 1
83 87 0 2
65 54 0 1
16 76 1 0
6 83 1 1
87 81 1 0
54 134 1 2
79 65 2 1
40 131 2 0
91 9 0 1
55 107 1 1
7 16 0 0
76 100 0 3
9 40 1 1
100 131 0 1
76 7 3 3
134 79 6 2
16 87 1 1
81 6 3 1
83 54 3 0
65 55 1 4
107 91 0 1
87 76 4 1
54 81 3 1
131 9 0 0
79 83 2 3
40 107 4 0
91 65 6 3
55 134 0 0
6 16 1 1
7 100 1 1
65 40 1 2
107 131 1 0
7 87 2 1
100 9 1 0
76 6 2 2
134 91 4 1
16 54 3 3
81 79 4 1
83 55 4 1
6 7 2 1
9 107 3 0
54 76 3 0
131 65 1 1
40 134 3 1
91 83 3 0
55 81 2 2
87 100 0 0
79 16 0 1
65 9 2 2
87 6 1 1
7 54 2 0
76 79 1 3
134 131 6 1
81 91 2 2
83 40 1 2
100 107 2 0
16 55 2 2
6 100 0 1
9 134 2 1
131 83 0 0
79 7 1 2
40 81 2 1
55 76 5 1
54 87 2 2
91 16 1 1
107 65 1 1
87 79 0 1
7 55 0 2
100 65 3 1
134 107 2 0
16 40 0 0
83 9 0 1
6 54 1 2
81 131 5 1
76 91 1 2
107 83 1 1
9 81 1 0
100 54 2 1
131 16 0 1
79 6 1 1
91 7 2 0
55 87 1 1
65 134 1 4
40 76 2 1
6 55 0 0
87 91 4 3
7 40 1 2
76 131 3 2
16 9 2 0
81 107 1 1
83 65 3 2
54 79 1 1
134 100 1 1
87 40 1 3
81 65 4 2
16 107 0 1
79 100 2 1
7 131 3 2
6 91 2 1
54 55 1 1
76 9 0 2
83 134 0 1
40 6 1 0
9 7 0 0
91 54 1 1
107 76 2 2
65 16 0 0
134 81 4 2
100 83 2 1
131 87 2 0
55 79 1 1
76 65 2 2
7 107 2 0
54 40 0 0
81 83 1 1
87 9 0 0
55 100 2 1
6 131 4 0
16 134 0 0
79 91 0 1
9 6 7 4
107 87 1 1
131 54 1 1
134 76 0 2
83 16 2 1
100 81 1 0
91 55 0 1
65 7 0 0
40 79 2 1
87 65 2 0
6 107 3 2
54 9 1 2
79 131 1 0
7 134 0 1
55 40 1 1
76 83 2 0
91 100 1 2
16 81 2 1
65 6 0 3
134 87 2 0
83 7 1 0
81 76 0 2
9 79 2 0
40 91 5 2
131 55 2 1
107 54 2 1
100 16 0 2
54 65 2 4
79 107 3 0
55 9 1 2
40 100 1 2
6 134 1 1
7 81 1 1
91 131 1 1
87 83 2 0
76 16 1 1
83 6 1 0
81 87 3 0
16 7 0 0
134 54 0 3
65 79 3 4
131 40 0 0
107 55 0 0
9 91 2 0
100 76 3 0
55 65 1 0
91 107 5 2
131 100 0 1
7 76 2 1
79 134 3 1
87 16 1 1
6 81 1 2
40 9 3 0
54 83 1 0
16 6 0 2
100 7 2 4
81 54 2 2
9 131 2 2
107 40 1 3
65 91 1 1
134 55 5 0
76 87 3 0
83 79 0 0
40 65 2 2
131 107 1 1
87 7 2 1
6 76 5 1
91 134 0 1
54 16 2 0
79 81 3 0
9 100 0 2
55 83 0 1
7 6 1 2
76 54 0 2
65 131 3 0
16 79 1 0
134 40 3 0
83 91 1 0
81 55 0 0
100 87 2 0
107 9 1 1
9 65 1 1
6 87 2 1
54 7 0 0
107 100 0 2
131 134 1 1
91 81 0 0
40 83 2 0
79 76 3 2
55 16 3 3
100 6 0 2
65 107 3 1
87 54 2 2
83 131 0 1
7 79 2 1
16 91 0 2
76 55 1 0
134 9 0 0
81 40 2 2
54 6 1 5
79 87 5 2
55 7 1 2
65 100 0 1
91 76 2 2
107 134 3 5
40 16 3 1
131 81 0 3
9 83 3 1
134 65 6 0
83 107 0 2
81 9 1 0
54 100 4 2
16 131 2 1
6 79 2 2
76 40 1 1
7 91 1 1
87 55 2 2
55 6 2 2
91 87 0 2
40 7 3 3
79 54 2 1
131 76 2 2
100 134 1 2
9 16 3 2
107 81 0 0
65 83 4 2
