40 100 2 2
9 55 3 0
131 65 2 1
6 7 2 3
105 129 1 0
93 123 0 3
83 134 2 2
87 16 1 3
91 54 0 2
55 93 0 0
54 83 1 1
134 9 1 1
100 105 2 1
16 6 0 2
7 40 1 1
123 87 1 0
65 91 1 1
129 131 2 2
105 65 0 2
93 7 0 1
83 100 2 4
87 134 3 2
9 129 1 0
131 91 2 2
6 123 5 2
40 54 4 1
16 55 2 0
134 93 3 0
100 6 3 2
54 131 2 2
7 9 3 3
123 16 0 0
65 40 0 3
129 83 2 0
55 87 5 1
91 105 2 1
6 55 4 0
93 129 1 1
83 65 2 0
87 54 0 1
40 134 2 5
9 91 1 0
131 100 3 0
16 105 3 1
123 7 4 1
65 9 1 0
134 123 5 4
100 87 1 0
55 40 1 0
54 93 0 1
129 6 2 3
7 16 3 0
105 131 2 1
91 83 1 1
83 105 1 2
87 65 1 2
123 91 2 1
40 129 3 3
16 134 4 1
6 54 0 1
7 55 1 1
93 100 1 2
9 131 2 2
129 87 2 2
65 93 1 0
134 7 3 3
131 83 4 1
55 123 2 5
91 6 0 2
54 16 2 1
105 40 0 1
100 9 1 1
6 65 2 0
55 134 1 1
40 131 4 2
9 83 0 0
93 91 2 3
87 105 1 0
123 100 3 0
16 129 2 0
7 54 1 1
134 6 0 2
131 87 3 0
105 9 0 3
83 93 1 1
65 7 0 1
129 123 1 3
91 40 1 2
54 55 3 0
100 16 2 0
6 131 2 0
55 100 3 0
40 83 3 1
134 54 5 1
16 65 1 3
93 9 0 2
123 105 4 1
87 91 1 2
7 129 1 1
65 55 2 1
131 93 3 0
100 7 2 1
105 6 3 3
129 134 0 0
83 87 0 2
91 16 2 2
54 123 1 0
9 40 1 2
55 129 1 1
54 100 2 1
7 91 4 0
93 105 1 0
87 40 2 2
123 131 3 2
16 83 0 0
6 9 2 1
134 65 3 1
105 7 0 1
129 54 2 3
83 6 2 1
65 123 1 3
40 93 4 1
9 87 3 1
131 16 4 1
91 55 4 0
100 134 2 1
54 65 2 1
87 93 1 3
123 83 3 0
134 91 5 0
6 40 0 2
55 105 3 2
16 9 2 0
129 100 1 1
7 131 0 0
40 123 2 1
9 54 1 0
91 129 4 0
105 134 1 0
93 16 0 3
83 7 0 0
87 6 1 3
65 100 1 2
131 55 2 1
7 87 2 1
134 131 2 1
100 91 1 0
16 40 2 2
6 93 1 1
55 83 1 1
54 105 4 0
129 65 1 2
123 9 1 1
100 40 1 0
55 9 1 0
65 131 1 1
7 6 1 1
54 91 2 1
123 93 2 0
16 87 2 0
134 83 1 2
129 105 2 0
83 54 1 1
131 129 2 0
87 123 1 1
91 65 2 2
9 134 1 0
105 100 3 2
6 16 2 4
93 55 3 1
40 7 3 1
123 6 1 4
65 105 0 0
54 40 2 1
129 9 2 1
91 131 0 2
55 16 3 3
134 87 1 1
7 93 1 1
100 83 2 0
9 7 1 1
16 123 3 3
40 65 1 2
93 134 2 1
87 55 3 2
105 91 0 1
131 54 2 1
83 129 1 1
6 100 1 2
65 83 1 1
54 87 2 1
7 123 0 0
91 9 1 2
55 6 1 0
129 93 3 2
100 131 1 3
105 16 0 2
134 40 0 0
9 65 1 0
16 7 2 1
93 54 1 3
131 105 1 0
123 134 0 0
87 100 4 1
40 55 5 1
83 91 0 0
6 129 1 1
131 9 4 3
54 6 1 0
55 7 4 4
105 83 0 1
65 87 2 4
91 123 1 1
129 40 0 3
100 93 2 0
134 16 4 0
87 129 0 1
93 65 0 2
7 134 1 0
83 131 0 3
123 55 2 2
6 91 1 1
16 54 2 0
40 105 1 0
9 100 1 2
83 9 0 2
129 16 1 2
54 7 1 3
91 93 2 1
131 40 5 1
100 123 1 0
105 87 0 0
65 6 0 2
134 55 4 1
87 131 1 2
40 91 4 0
55 54 2 0
9 105 2 0
123 129 0 3
93 83 2 1
7 65 3 1
6 134 1 1
16 100 1 0
9 93 4 0
91 87 4 1
105 123 2 2
129 7 0 2
83 40 0 1
65 16 0 3
131 6 2 1
100 55 2 1
54 134 2 1
123 54 0 1
6 105 0 1
134 129 3 2
40 9 0 1
7 100 2 0
16 91 2 0
55 65 2 1
93 131 2 0
87 83 1 1
129 55 0 2
83 16 2 2
9 6 1 2
91 7 0 2
105 93 0 0
40 87 2 1
131 123 4 0
100 54 1 1
65 134 1 0
6 83 2 2
123 65 2 0
93 40 1 3
16 131 4 1
55 91 1 1
7 105 4 0
54 129 2 0
87 9 1 0
134 100 2 0
40 6 3 0
105 55 2 3
65 54 1 2
131 7 3 0
93 87 0 1
83 123 0 2
91 134 0 5
9 16 1 2
100 129 3 1
123 40 2 2
54 9 0 0
55 131 0 5
129 91 2 0
134 105 1 3
16 93 2 0
7 83 6 0
6 87 5 0
100 65 0 1
131 134 5 1
91 100 2 3
40 16 2 1
93 6 3 0
83 55 2 2
105 54 4 0
65 129 1 1
87 7 1 1
9 123 2 3
