131 16 2 0
7 65 1 0
79 9 1 2
134 91 2 3
54 55 1 0
81 6 2 2
123 40 1 1
129 87 3 3
112 100 1 1
40 134 1 1
16 112 4 2
100 7 4 1
6 123 1 0
55 81 1 1
91 79 1 1
65 131 1 3
87 54 2 1
9 129 3 0
123 9 0 0
7 16 1 1
65 91 0 0
112 6 0 5
81 40 2 1
79 55 0 2
129 54 1 0
131 100 2 4
134 87 3 0
87 81 2 0
16 79 0 0
9 112 0 1
6 129 2 1
55 123 0 1
91 7 1 1
40 131 3 0
54 134 2 3
100 65 3 1
7 40 1 5
123 129 3 0
131 6 2 3
112 91 0 2
81 54 2 1
79 87 1 0
100 16 3 1
134 55 0 0
65 9 1 2
9 131 1 2
40 79 2 1
16 65 0 2
55 7 1 1
129 81 2 3
87 123 2 4
91 100 1 1
54 112 0 4
6 134 0 0
79 129 0 1
131 55 4 2
7 9 0 1
134 81 3 0
65 6 0 1
91 16 0 3
100 40 1 0
112 87 3 0
123 54 5 1
9 91 2 0
6 79 4 0
55 112 5 2
129 131 1 1
40 65 0 0
81 123 2 1
87 7 0 1
16 134 0 2
54 100 1 3
134 123 2 0
65 81 1 0
91 55 2 1
112 40 1 2
79 54 3 0
16 9 1 2
100 6 0 0
131 87 2 1
7 129 2 0
6 7 1 1
55 16 1 0
87 65 0 0
81 112 3 0
40 91 2 1
123 79 3 0
54 131 0 0
9 100 3 3
129 134 1 4
7 54 2 0
131 81 3 3
16 40 0 0
100 87 2 3
65 55 0 1
79 134 2 2
9 6 2 2
112 123 0 1
91 129 2 1
6 91 4 0
40 9 1 1
123 131 1 2
129 112 1 2
87 16 0 0
81 79 1 0
55 100 2 2
54 65 0 1
134 7 1 1
131 79 2 3
16 54 1 1
9 55 2 0
65 123 0 4
91 87 1 2
112 134 0 6
7 81 0 0
40 6 1 1
100 129 0 1
129 65 0 0
81 100 1 1
79 112 0 1
54 91 1 3
123 7 1 2
134 131 2 2
87 9 1 0
6 16 4 0
55 40 0 3
40 87 2 1
16 129 1 1
100 123 0 0
7 79 4 0
55 6 0 0
131 112 2 2
91 81 2 0
65 134 0 0
9 54 2 0
54 6 2 2
123 91 1 1
79 100 0 4
129 40 1 5
87 55 5 3
112 65 0 0
134 9 0 2
81 16 1 1
131 7 1 3
9 81 1 0
6 87 3 2
55 129 2 3
40 54 5 2
7 112 1 0
91 131 2 2
16 123 3 1
100 134 2 1
65 79 3 0
40 123 2 0
91 134 1 0
87 129 1 2
100 112 2 0
6 81 4 2
55 54 0 3
16 131 3 1
9 79 1 0
65 7 2 3
112 16 0 1
129 9 2 2
81 55 1 0
79 91 1 1
54 87 0 0
134 40 2 3
7 100 1 0
131 65 2 3
123 6 0 3
100 131 1 1
40 81 3 0
55 79 1 3
87 134 4 3
91 65 1 2
54 129 0 0
9 123 2 0
16 7 4 1
6 112 3 1
134 54 2 1
65 100 3 3
112 9 0 0
129 6 1 1
123 55 2 1
131 40 1 3
79 16 1 2
81 87 1 0
7 91 2 3
87 79 2 1
54 81 1 1
6 131 2 1
16 100 1 3
129 123 2 1
55 134 1 5
40 7 3 1
9 65 2 0
91 112 2 1
123 87 2 2
7 55 4 1
100 91 0 0
81 129 0 0
79 40 1 1
65 16 1 5
112 54 0 3
131 9 2 1
134 6 2 2
9 7 2 1
54 123 0 2
81 134 1 2
16 91 2 1
87 112 1 1
129 79 0 0
6 65 0 0
55 131 0 1
40 100 1 0
65 40 1 1
134 16 2 2
100 54 1 0
91 9 1 4
112 55 1 2
131 129 4 1
7 87 3 0
79 6 3 2
123 81 0 1
9 16 2 1
129 7 1 4
81 65 1 0
55 91 2 1
87 131 0 4
54 79 1 2
40 112 2 1
123 134 0 1
6 100 4 2
65 87 1 1
112 81 1 0
16 55 2 0
134 129 3 2
91 40 2 1
79 123 0 0
7 6 3 0
100 9 2 2
131 54 1 5
129 91 1 2
55 65 1 4
134 79 4 2
81 131 0 2
40 16 1 2
54 7 0 0
6 9 0 2
123 112 1 1
87 100 1 0
9 40 1 2
91 6 3 2
7 134 2 1
112 129 1 1
16 87 2 1
79 81 2 0
65 54 0 3
131 123 4 0
100 55 0 0
87 91 2 0
134 112 4 0
81 7 1 0
55 9 4 2
123 65 0 2
54 16 0 1
6 40 1 1
129 100 1 2
79 131 0 2
65 129 2 0
9 87 3 1
100 81 0 1
112 79 2 1
16 6 2 1
131 134 2 4
40 55 7 0
7 123 1 1
91 54 2 2
129 16 0 2
87 40 1 1
79 7 2 3
54 9 0 1
6 55 3 0
81 91 3 3
134 65 1 0
123 100 5 1
112 131 1 0
7 131 1 1
6 54 1 1
91 123 1 2
9 134 0 2
40 129 3 1
55 87 6 1
65 112 2 2
16 81 2 2
100 79 4 0
54 40 1 3
123 16 1 1
134 100 1 1
112 7 3 1
81 9 0 0
87 6 1 1
129 55 0 3
79 65 1 0
131 91 3 1
