40 7 2 0
100 83 1 1
6 23 3 0
16 79 0 3
9 91 1 1
87 93 2 0
81 129 2 1
131 54 0 0
55 134 2 4
79 87 1 0
134 6 2 1
7 81 1 1
54 55 4 0
91 131 0 0
93 100 2 2
23 9 0 1
129 40 1 2
83 16 2 3
9 134 2 0
129 93 0 1
6 131 1 1
16 7 1 3
40 79 0 0
87 83 1 0
55 23 0 3
100 54 1 1
81 91 1 1
131 55 1 2
134 16 2 3
7 100 1 0
79 129 1 1
83 40 2 1
23 87 4 2
93 81 2 0
54 9 2 0
91 6 3 1
87 7 1 0
40 23 2 1
100 134 1 1
9 131 2 0
16 91 1 1
81 54 1 1
55 6 1 1
129 83 2 1
93 79 1 1
7 55 2 2
134 87 3 0
79 81 1 1
83 93 3 1
91 100 2 2
131 40 1 0
23 129 2 1
6 9 3 1
54 16 2 2
81 23 1 3
40 54 4 2
100 9 1 2
16 6 3 0
87 131 3 1
55 91 1 1
129 134 0 6
79 83 1 1
93 7 2 3
7 129 1 1
9 55 2 1
134 40 3 1
83 81 1 0
131 16 1 1
54 87 2 1
23 93 1 2
6 100 1 2
91 79 2 2
81 134 1 6
40 91 2 0
100 55 0 0
79 7 1 1
87 6 0 2
129 131 0 1
93 54 2 0
16 9 3 0
83 23 5 1
55 129 0 2
134 93 1 1
54 79 2 1
7 83 1 1
131 100 1 0
23 16 2 4
6 81 1 1
9 40 2 2
91 87 1 0
16 100 2 0
7 23 0 0
81 131 1 2
79 134 1 2
129 6 1 3
83 54 2 2
40 55 0 1
87 9 0 2
93 91 0 1
134 7 1 3
9 81 4 0
6 40 2 3
100 87 1 1
131 93 0 0
54 129 3 3
91 83 0 3
55 16 1 2
23 79 1 1
129 91 4 3
40 16 2 1
7 54 1 2
79 6 3 2
81 100 0 0
23 134 2 2
93 9 2 4
87 55 0 1
83 131 0 0
9 129 2 1
134 83 3 0
100 40 1 2
54 23 2 1
55 81 1 0
91 7 1 1
131 79 1 1
6 93 3 1
16 87 1 0
81 16 0 0
134 54 3 1
129 100 2 1
83 6 0 0
40 87 1 1
7 131 1 0
93 55 0 1
79 9 0 0
23 91 2 3
6 54 2 1
40 93 2 1
100 79 0 0
16 129 1 0
87 81 1 1
55 83 1 1
91 134 2 6
9 7 3 1
131 23 1 2
129 87 2 0
83 9 0 1
54 91 1 0
81 40 0 4
93 16 0 0
79 55 3 1
23 100 3 3
134 131 2 1
7 6 1 2
7 40 3 2
83 100 1 1
79 16 4 1
91 9 1 3
93 87 3 1
129 81 0 1
54 131 2 1
23 6 2 3
134 55 3 0
40 129 0 0
16 83 3 2
131 91 2 2
87 79 0 0
6 134 0 2
81 7 1 0
55 54 5 0
100 93 1 1
9 23 2 1
79 40 3 0
93 129 0 0
131 6 3 2
54 100 2 1
83 87 0 2
91 81 0 0
23 55 1 4
134 9 0 2
7 16 0 1
55 131 2 2
16 134 4 1
9 54 2 0
100 7 3 0
6 91 2 2
87 23 0 0
81 93 4 1
129 79 0 2
40 83 1 0
91 16 0 4
23 40 1 0
134 100 0 2
131 9 2 2
7 87 1 0
54 81 1 2
6 55 0 1
83 129 1 3
79 93 1 0
16 54 0 0
55 7 4 2
81 79 2 1
93 83 2 1
100 91 3 1
40 131 2 1
129 23 2 2
87 134 2 2
9 6 0 1
9 100 0 2
54 40 2 3
83 79 3 2
6 16 3 1
131 87 1 0
91 55 2 0
134 129 3 0
23 81 2 1
7 93 2 3
79 91 2 2
55 9 1 1
81 83 1 0
129 7 2 0
16 131 0 0
87 54 3 1
93 23 0 2
40 134 1 1
100 6 0 0
54 93 0 1
91 40 1 0
55 100 0 0
9 16 1 0
7 79 0 0
23 83 2 0
131 129 3 1
6 87 1 0
134 81 2 0
83 7 1 0
93 134 0 0
40 9 2 0
79 54 2 1
87 91 1 1
16 23 3 1
81 6 1 3
129 55 2 0
100 131 1 0
54 83 1 1
100 16 2 4
55 40 1 2
9 87 2 0
23 7 1 4
131 81 3 2
91 93 1 3
6 129 1 4
134 79 1 0
87 100 0 1
81 9 0 3
93 131 3 2
129 54 1 3
83 91 2 4
16 55 2 1
79 23 1 0
7 134 0 2
40 6 2 1
134 23 3 1
16 40 2 0
54 7 0 1
6 79 2 0
131 83 2 3
91 129 0 3
9 93 2 0
55 87 1 0
100 81 2 2
129 9 2 1
40 100 1 2
23 54 0 4
87 16 0 1
81 55 1 2
7 91 2 0
79 131 1 1
83 134 3 2
93 6 2 1
55 93 2 0
100 129 0 3
87 40 1 1
16 81 2 0
131 7 0 2
9 79 1 0
91 23 4 0
54 134 1 4
6 83 1 2
93 40 0 3
79 100 0 2
7 9 2 0
54 6 2 3
129 16 2 3
81 87 3 0
83 55 3 1
134 91 1 2
23 131 2 2
131 134 0 2
87 129 0 2
9 83 2 1
6 7 2 1
91 54 1 2
40 81 5 2
16 93 2 1
55 79 0 3
100 23 4 0
